name,position,club,division,based_in,division_tier,tier_quality,date_of_birth,age_(days)_on_1_july_2023,age_(months)_on_1_july_2023,age_(years)_on_1_july_2023,birth_city,birth_postcode,nation_of_birth,birth_region,nationality,2nd_nationality,height_(ft_in),height_(ft),height_(in),height_(cm),weight_(kg),goals,appearances,is_top_4
Bradley Ibrahim,"DM, M (C)",Hertha II,German Regional Division Northeast,GER,,#N/A,21/10/2004,6827,224,18,-,,ENG,UK & Ireland,ENG,,"5'9""",5,9,175.26,73,0,0,#N/A
Jack Manly,AM (C),Ipswich,English Football League Championship,ENG,,#N/A,19/10/2004,6829,224,18,London,,ENG,UK & Ireland,ENG,,"5'7""",5,7,170.18,70,0,0,#N/A
Daniel Adiefan,M (C),,-,ENG,,#N/A,19/10/2004,6829,224,18,-,,ENG,UK & Ireland,ENG,,"5'11""",5,11,180.34,69,0,0,#N/A
Ralfi Hand,"DM, M (C)",Charlton,English Football League 1,ENG,,#N/A,18/10/2004,6830,224,18,-,,ENG,UK & Ireland,ENG,,"5'7""",5,7,170.18,58,0,0,#N/A
Joe Ryder,AM (L),Sunderland,English Football League Championship,ENG,,#N/A,18/10/2004,6830,224,18,-,,ENG,UK & Ireland,ENG,,"6'1""",6,1,185.42,70,0,0,#N/A
Joe Westley,ST (C),AFC Fylde,Vanarama National League,ENG,,#N/A,18/10/2004,6830,224,18,-,,ENG,UK & Ireland,ENG,,"6'2""",6,2,187.96,81,0,0,#N/A
Ciaran Thompson,D (C),Newcastle,English Premier Division,ENG,,#N/A,17/10/2004,6831,224,18,-,,ENG,UK & Ireland,ENG,,"6'0""",6,0,182.88,73,0,0,#N/A
Jack Bateson,D (C),Luton,English Premier Division,ENG,,#N/A,17/10/2004,6831,224,18,-,,ENG,UK & Ireland,ENG,,"6'1""",6,1,185.42,73,0,0,#N/A
Ayyuba Jambang,D (R),Ipswich,English Football League Championship,ENG,,#N/A,16/10/2004,6832,224,18,-,,ENG,UK & Ireland,ENG,PHI,"5'8""",5,8,172.72,66,0,0,#N/A
Brodi Hughes,D/WB (R),Chelsea,English Premier Division,ENG,,#N/A,16/10/2004,6832,224,18,Winchester,,ENG,UK & Ireland,ENG,,"6'0""",6,0,182.88,75,0,0,#N/A
Osman Foyo,M/AM (C),Ipswich,English Football League Championship,ENG,,#N/A,16/10/2004,6832,224,18,-,,ENG,UK & Ireland,ENG,NED,"6'1""",6,1,185.42,79,0,0,#N/A
Connor Ferguson,D (L),Leeds,English Football League Championship,ENG,,#N/A,16/10/2004,6832,224,18,-,,ENG,UK & Ireland,ENG,,"5'9""",5,9,175.26,68,0,0,#N/A
Jackson Izquierdo,GK,Crystal Palace,English Premier Division,ENG,,#N/A,15/10/2004,6833,224,18,-,,ENG,UK & Ireland,ENG,,"6'2""",6,2,187.96,78,0,0,#N/A
Ben Grist,"D (C), DM",Leicester,English Football League Championship,ENG,,#N/A,15/10/2004,6833,224,18,Louth,,ENG,UK & Ireland,ENG,,"6'2""",6,2,187.96,78,0,0,#N/A
Charlie Lutz,AM (R),Aston Villa,English Premier Division,ENG,,#N/A,15/10/2004,6833,224,18,-,,ENG,UK & Ireland,ENG,,"5'4""",5,4,162.56,55,0,0,#N/A
Luke Hewitson,GK,Stalybridge,English Northern Premier League Division One West,ENG,,#N/A,15/10/2004,6833,224,18,Newcastle,,ENG,UK & Ireland,ENG,,"6'1""",6,1,185.42,78,0,0,#N/A
Nelson Aideyan,D (C),,-,ENG,,#N/A,14/10/2004,6834,224,18,-,,ENG,UK & Ireland,ENG,,"6'1""",6,1,185.42,80,0,0,#N/A
Ryley Campbell,M (C),,-,ENG,,#N/A,13/10/2004,6835,224,18,-,,ENG,UK & Ireland,ENG,,"5'6""",5,6,167.64,60,0,0,#N/A
Kobi Brooks,GK,Birmingham,English Football League Championship,ENG,,#N/A,12/10/2004,6836,224,18,-,,ENG,UK & Ireland,ENG,,"6'1""",6,1,185.42,78,0,0,#N/A
Tom Jacobs,GK,,-,ENG,,#N/A,12/10/2004,6836,224,18,Hull,,ENG,UK & Ireland,ENG,,"6'0""",6,0,182.88,71,0,0,#N/A
Caelan Avenall,D (C),Fulham,English Premier Division,ENG,,#N/A,12/10/2004,6836,224,18,-,,ENG,UK & Ireland,ENG,,"6'1""",6,1,185.42,74,0,0,#N/A
Jack Endacott,M/AM (L),Plymouth,English Football League Championship,ENG,,#N/A,11/10/2004,6837,224,18,Plymouth,,ENG,UK & Ireland,ENG,,"5'10""",5,10,177.8,68,0,0,#N/A
Callum McNally,D (R),,-,ENG,,#N/A,11/10/2004,6837,224,18,-,,ENG,UK & Ireland,ENG,,"6'5""",6,5,195.58,86,0,0,#N/A
Cuba Diboe,D (R),Leeds,English Football League Championship,ENG,,#N/A,11/10/2004,6837,224,18,-,,ENG,UK & Ireland,ENG,,"6'1""",6,1,185.42,72,0,0,#N/A
Ben Maginness,D (R),Kidderminster,Vanarama National League,ENG,,#N/A,11/10/2004,6837,224,18,-,,ENG,UK & Ireland,ENG,,"5'10""",5,10,177.8,71,0,0,#N/A
Ben Perry,M (C),Nottm Forest,English Premier Division,ENG,,#N/A,11/10/2004,6837,224,18,Derby,,ENG,UK & Ireland,ENG,,"6'0""",6,0,182.88,75,0,0,#N/A
Ben Whelan,D (C),,-,ENG,,#N/A,11/10/2004,6837,224,18,-,,ENG,UK & Ireland,ENG,,"5'10""",5,10,177.8,82,0,0,#N/A
Fopefoluwa Dera,AM (R),,-,ENG,,#N/A,10/10/2004,6838,224,18,London,,ENG,UK & Ireland,ENG,,"5'9""",5,9,175.26,64,0,0,#N/A
Declan Hutchings,D/M (C),Shrewsbury,English Football League 1,ENG,,#N/A,10/10/2004,6838,224,18,-,,ENG,UK & Ireland,ENG,,"5'11""",5,11,180.34,70,0,0,#N/A
Jack Hall,GK,Sheffield Wednesday,English Football League Championship,ENG,,#N/A,10/10/2004,6838,224,18,Worksop,,ENG,UK & Ireland,ENG,,"6'3""",6,3,190.5,76,0,0,#N/A
Jack Kenny,D (C),Stockport,English Football League 2,ENG,,#N/A,09/10/2004,6839,224,18,-,,ENG,UK & Ireland,ENG,,"6'2""",6,2,187.96,78,0,0,#N/A
Harry Thorpe,M/AM (C),Aldershot,Vanarama National League,ENG,,#N/A,09/10/2004,6839,224,18,Ascot,,ENG,UK & Ireland,ENG,,"6'1""",6,1,185.42,70,0,0,#N/A
Ebraima Davies,ST (C),,-,ENG,,#N/A,08/10/2004,6840,224,18,-,,ENG,UK & Ireland,ENG,,"6'0""",6,0,182.88,71,0,0,#N/A
Max Cavanagh,M/AM (C),Notts Co,English Football League 2,ENG,,#N/A,08/10/2004,6840,224,18,-,,ENG,UK & Ireland,ENG,,"5'6""",5,6,167.64,57,0,0,#N/A
Alasdair Kerr,M (L),,-,ENG,,#N/A,08/10/2004,6840,224,18,Leeds,,ENG,UK & Ireland,ENG,,"5'11""",5,11,180.34,66,0,0,#N/A
Kaden Rodney,DM,Crystal Palace,English Premier Division,ENG,,#N/A,07/10/2004,6841,224,18,-,,ENG,UK & Ireland,ENG,,"6'2""",6,2,187.96,75,0,0,#N/A
Luca Latona,D/WB (L),,-,ENG,,#N/A,07/10/2004,6841,224,18,-,,ENG,UK & Ireland,ENG,,"5'10""",5,10,177.8,78,0,0,#N/A
Matthew Richards,DM,West Brom,English Football League Championship,ENG,,#N/A,07/10/2004,6841,224,18,-,,ENG,UK & Ireland,ENG,,"6'0""",6,0,182.88,78,0,0,#N/A
Brandon Bryan-Waugh,D (C),,-,ENG,,#N/A,06/10/2004,6842,224,18,London,,ENG,UK & Ireland,ENG,,"6'4""",6,4,193.04,81,0,0,#N/A
Louis Flower,ST (C),Brighton,English Premier Division,ENG,,#N/A,06/10/2004,6842,224,18,Cambridge,,ENG,UK & Ireland,ENG,JAM,"6'0""",6,0,182.88,76,0,0,#N/A
Jake Burger,M (C),St. Albans,Vanarama National League South,ENG,,#N/A,06/10/2004,6842,224,18,-,,ENG,UK & Ireland,ENG,,"5'7""",5,7,170.18,60,0,0,#N/A
Neo Saunders,D/WB (L),Notts Co,English Football League 2,ENG,,#N/A,06/10/2004,6842,224,18,-,,ENG,UK & Ireland,ENG,,"5'11""",5,11,180.34,66,0,0,#N/A
Shannon Brown,"DM, M (C)",,-,ENG,,#N/A,05/10/2004,6843,224,18,-,,ENG,UK & Ireland,ENG,,"5'2""",5,2,157.48,60,0,0,#N/A
Tom Wilson-Brown,D (C),Leicester,English Football League Championship,ENG,,#N/A,05/10/2004,6843,224,18,Aylesbury,,ENG,UK & Ireland,ENG,,"6'4""",6,4,193.04,87,0,0,#N/A
James Storer,GK,Wolves,English Premier Division,ENG,,#N/A,04/10/2004,6844,224,18,Buxton,,ENG,UK & Ireland,ENG,IRL,"6'5""",6,5,195.58,75,0,0,#N/A
Alex Matos,"DM, M (C)",Huddersfield,English Football League Championship,ENG,,#N/A,03/10/2004,6845,224,18,-,,ENG,UK & Ireland,ENG,GHA,"5'9""",5,9,175.26,71,0,0,#N/A
Fin Welch,M/AM (C),Norwich,English Football League Championship,ENG,,#N/A,03/10/2004,6845,224,18,Romford,,ENG,UK & Ireland,ENG,,"5'6""",5,6,167.64,61,0,0,#N/A
Max McKnight,D (R),Tottenham,English Premier Division,ENG,,#N/A,03/10/2004,6845,224,18,Colchester,,ENG,UK & Ireland,ENG,,"5'9""",5,9,175.26,64,0,0,#N/A
McKeal Abdullah,ST (C),Mansfield,English Football League 2,ENG,,#N/A,02/10/2004,6846,224,18,-,,ENG,UK & Ireland,ENG,,"5'9""",5,9,175.26,63,0,0,#N/A
Gideon Kodua,AM (R),Wycombe,English Football League 1,ENG,,#N/A,02/10/2004,6846,224,18,-,,ENG,UK & Ireland,ENG,GHA,"5'9""",5,9,175.26,68,0,0,#N/A
Jimi Gower,M/AM (C),Arsenal,English Premier Division,ENG,,#N/A,01/10/2004,6847,225,18,-,,ENG,UK & Ireland,ENG,,"5'11""",5,11,180.34,65,0,0,#N/A
Remi Harper,AM (C),,-,ENG,,#N/A,01/10/2004,6847,225,18,-,,ENG,UK & Ireland,ENG,,"5'9""",5,9,175.26,72,0,0,#N/A
Cameron Ashia,M/AM (C),,-,ENG,,#N/A,01/10/2004,6847,225,18,-,,ENG,UK & Ireland,ENG,,"5'10""",5,10,177.8,70,0,0,#N/A
Mitch Beardmore,M/AM (C),Mousehole,English Southern League Division One South,ENG,,#N/A,01/10/2004,6847,225,18,-,,ENG,UK & Ireland,ENG,,"5'7""",5,7,170.18,58,0,0,#N/A
Beau Beresford,D (L),,-,ENG,,#N/A,30/09/2004,6848,225,18,-,,ENG,UK & Ireland,ENG,,"5'9""",5,9,175.26,65,0,0,#N/A
Ryan Wilson,"D (C), DM",Sheffield Wednesday,English Football League Championship,ENG,,#N/A,30/09/2004,6848,225,18,-,,ENG,UK & Ireland,ENG,WAL,"6'0""",6,0,182.88,71,0,0,#N/A
Jake Gee,AM (C),,-,ENG,,#N/A,30/09/2004,6848,225,18,-,,ENG,UK & Ireland,ENG,,"6'0""",6,0,182.88,69,0,0,#N/A
Morgan Dance,D (L),Birmingham,English Football League Championship,ENG,,#N/A,29/09/2004,6849,225,18,-,,ENG,UK & Ireland,ENG,,"5'9""",5,9,175.26,68,0,0,#N/A
Charlie Leybourn,M/AM (R),,-,ENG,,#N/A,29/09/2004,6849,225,18,-,,ENG,UK & Ireland,ENG,,"5'8""",5,8,172.72,72,0,0,#N/A
Marley Rose,M (C),Taunton,Vanarama National League South,ENG,,#N/A,29/09/2004,6849,225,18,-,,ENG,UK & Ireland,ENG,,"5'11""",5,11,180.34,74,0,0,#N/A
Ollie Hobden,D (R),Charlton,English Football League 1,ENG,,#N/A,29/09/2004,6849,225,18,-,,ENG,UK & Ireland,ENG,,"6'2""",6,2,187.96,71,0,0,#N/A
Shay Young,D (L),,-,ENG,,#N/A,29/09/2004,6849,225,18,-,,ENG,UK & Ireland,ENG,,"6'4""",6,4,193.04,80,0,0,#N/A
Max Martin,"DM, M (C)",Solihull Moors,Vanarama National League,ENG,,#N/A,28/09/2004,6850,225,18,-,,ENG,UK & Ireland,ENG,,"6'3""",6,3,190.5,80,0,0,#N/A
Archie Oliver,M (C),Colchester,English Football League 2,ENG,,#N/A,28/09/2004,6850,225,18,-,,ENG,UK & Ireland,ENG,,"5'10""",5,10,177.8,63,0,0,#N/A
Layton Love,ST (C),West Brom,English Football League Championship,ENG,,#N/A,28/09/2004,6850,225,18,West Bromwich,,ENG,UK & Ireland,ENG,,"6'3""",6,3,190.5,85,0,0,#N/A
Ian Kamga,D (L),Stoke,English Football League Championship,ENG,,#N/A,27/09/2004,6851,225,18,-,,ENG,UK & Ireland,ENG,,"5'10""",5,10,177.8,67,0,0,#N/A
Nathan Freckleton,AM (RL),,-,ENG,,#N/A,27/09/2004,6851,225,18,Wandsworth,,ENG,UK & Ireland,ENG,,"6'1""",6,1,185.42,75,0,0,#N/A
Daniel Gore,"DM, M (C)",Port Vale,English Football League 1,ENG,,#N/A,26/09/2004,6852,225,18,Manchester,,ENG,UK & Ireland,ENG,,"5'7""",5,7,170.18,62,0,0,#N/A
Josh Johnson,M (C),Oxford United,English Football League 1,ENG,,#N/A,26/09/2004,6852,225,18,-,,ENG,UK & Ireland,ENG,,"5'10""",5,10,177.8,74,0,0,#N/A
Paul Moodie,"DM, M (C)",Ipswich,English Football League Championship,ENG,,#N/A,26/09/2004,6852,225,18,Ipswich,,ENG,UK & Ireland,ENG,,"5'10""",5,10,177.8,70,0,0,#N/A
Jahmari Lindsay,D (L),Leicester,English Football League Championship,ENG,,#N/A,25/09/2004,6853,225,18,Manchester,,ENG,UK & Ireland,ENG,JAM,"5'10""",5,10,177.8,70,0,0,#N/A
Sean Brown,ST (C),,-,ENG,,#N/A,25/09/2004,6853,225,18,-,,ENG,UK & Ireland,ENG,,"6'0""",6,0,182.88,66,0,0,#N/A
Sam Murray,D (L),Rochdale,Vanarama National League,ENG,,#N/A,25/09/2004,6853,225,18,Manchester,,ENG,UK & Ireland,ENG,,"5'9""",5,9,175.26,63,0,0,#N/A
Harvey Monk,D (C),,-,ENG,,#N/A,25/09/2004,6853,225,18,-,,ENG,UK & Ireland,ENG,,"5'10""",5,10,177.8,70,0,0,#N/A
Tyler Weeks,GK,,-,ENG,,#N/A,24/09/2004,6854,225,18,Leicester,,ENG,UK & Ireland,ENG,,"6'0""",6,0,182.88,80,0,0,#N/A
Harvey Fox,D/WB (L),Swindon,English Football League 2,ENG,,#N/A,24/09/2004,6854,225,18,Swindon,,ENG,UK & Ireland,ENG,,"5'7""",5,7,170.18,63,0,0,#N/A
Roman Khela,D (R),,-,ENG,,#N/A,24/09/2004,6854,225,18,Huddersfield,,ENG,UK & Ireland,ENG,,"6'0""",6,0,182.88,79,0,0,#N/A
Mikey Davies,D (L),Tranmere,English Football League 2,ENG,,#N/A,23/09/2004,6855,225,18,-,,ENG,UK & Ireland,ENG,,"5'10""",5,10,177.8,69,0,0,#N/A
Ryan Carr,"D (R), DM, M (C)",Ipswich,English Football League Championship,ENG,,#N/A,23/09/2004,6855,225,18,-,,ENG,UK & Ireland,ENG,,"5'8""",5,8,172.72,66,0,0,#N/A
George Pedley,GK,Morecambe,English Football League 2,ENG,,#N/A,22/09/2004,6856,225,18,-,,ENG,UK & Ireland,ENG,,"6'1""",6,1,185.42,72,0,0,#N/A
Isaac Mabaya,"WB (R), M (C)",Liverpool,English Premier Division,ENG,,#N/A,22/09/2004,6856,225,18,Preston,,ENG,UK & Ireland,ENG,ZIM,"6'2""",6,2,187.96,89,0,0,#N/A
Esapa Osong,ST (C),Nottm Forest,English Premier Division,ENG,,#N/A,21/09/2004,6857,225,18,Leicester,,ENG,UK & Ireland,ENG,SOM,"6'0""",6,0,182.88,72,0,0,#N/A
Aaron Benn,ST (C),,-,ENG,,#N/A,21/09/2004,6857,225,18,-,,ENG,UK & Ireland,ENG,,"5'10""",5,10,177.8,74,0,0,#N/A
Rio Cragg,GK,Fleetwood,English Football League 1,ENG,,#N/A,21/09/2004,6857,225,18,-,,ENG,UK & Ireland,ENG,,"6'0""",6,0,182.88,76,0,0,#N/A
Mylan Benjamin,M/AM (L),Barnsley,English Football League 1,ENG,,#N/A,21/09/2004,6857,225,18,Manchester,,ENG,UK & Ireland,ENG,MSR,"6'1""",6,1,185.42,72,0,0,#N/A
Mason Terry,GK,Concord,English Isthmian League Premier Division,ENG,,#N/A,20/09/2004,6858,225,18,Canvey Island,,ENG,UK & Ireland,ENG,,"6'4""",6,4,193.04,79,0,0,#N/A
Tino Quamina,D (L),,-,ENG,,#N/A,20/09/2004,6858,225,18,-,,ENG,UK & Ireland,ENG,TRI,"5'9""",5,9,175.26,65,0,0,#N/A
Eden Page,D/WB (R),Newcastle,English Premier Division,ENG,,#N/A,19/09/2004,6859,225,18,-,,ENG,UK & Ireland,ENG,,"5'8""",5,8,172.72,65,0,0,#N/A
Justin Iwobi,ST (C),FC Halifax,Vanarama National League,ENG,,#N/A,19/09/2004,6859,225,18,-,,ENG,UK & Ireland,ENG,,"6'0""",6,0,182.88,96,0,0,#N/A
Alex Joof,D (C),Barnsley,English Football League 1,ENG,,#N/A,19/09/2004,6859,225,18,Wakefield,,ENG,UK & Ireland,ENG,,"6'1""",6,1,185.42,71,0,0,#N/A
Charlie Robinson,D (C),Fulham,English Premier Division,ENG,,#N/A,19/09/2004,6859,225,18,-,,ENG,UK & Ireland,ENG,,"6'3""",6,3,190.5,80,0,0,#N/A
Matthew Laycock,GK,,-,ENG,,#N/A,19/09/2004,6859,225,18,-,,ENG,UK & Ireland,ENG,,"6'1""",6,1,185.42,80,0,0,#N/A
Steven Sumner,D (C),,-,ENG,,#N/A,18/09/2004,6860,225,18,-,,ENG,UK & Ireland,ENG,,"6'4""",6,4,193.04,80,0,0,#N/A
Rakealan Jeffers,ST (C),Stoke,English Football League Championship,ENG,,#N/A,18/09/2004,6860,225,18,-,,ENG,UK & Ireland,ENG,,"5'9""",5,9,175.26,69,0,0,#N/A
Francis Okoronkwo,ST (C),Everton,English Premier Division,ENG,,#N/A,18/09/2004,6860,225,18,Blyth,,ENG,UK & Ireland,ENG,NGA,"6'1""",6,1,185.42,70,0,0,#N/A
Laiith Fairnie,D (C),Birmingham,English Football League Championship,ENG,,#N/A,16/09/2004,6862,225,18,-,,ENG,UK & Ireland,ENG,,"5'11""",5,11,180.34,72,0,0,#N/A
Kallen Donaldson,M (C),,-,ENG,,#N/A,16/09/2004,6862,225,18,-,,ENG,UK & Ireland,ENG,,"6'2""",6,2,187.96,79,0,0,#N/A
Charlie Davis,"DM, M (C)",Watford,English Football League Championship,ENG,,#N/A,16/09/2004,6862,225,18,Watford,,ENG,UK & Ireland,ENG,,"6'2""",6,2,187.96,75,0,0,#N/A
Luca Thomas,AM (R),Leeds,English Football League Championship,ENG,,#N/A,16/09/2004,6862,225,18,-,,ENG,UK & Ireland,ENG,,"5'10""",5,10,177.8,66,0,0,#N/A
Zak Kempster-Down,D (C),Crewe,English Football League 2,ENG,,#N/A,16/09/2004,6862,225,18,Chester,,ENG,UK & Ireland,ENG,,"6'2""",6,2,187.96,74,0,0,#N/A
Brad Mayo,GK,Birmingham,English Football League Championship,ENG,,#N/A,15/09/2004,6863,225,18,-,,ENG,UK & Ireland,ENG,,"6'0""",6,0,182.88,73,0,0,#N/A
Charlie Gill,AM (C),Notts Co,English Football League 2,ENG,,#N/A,15/09/2004,6863,225,18,-,,ENG,UK & Ireland,ENG,,"5'7""",5,7,170.18,54,0,0,#N/A
Archie Heron,ST (C),Luton,English Premier Division,ENG,,#N/A,15/09/2004,6863,225,18,-,,ENG,UK & Ireland,ENG,NIR,"6'1""",6,1,185.42,74,0,0,#N/A
Kyron Horsley-McKay,D (C),Millwall,English Football League Championship,ENG,,#N/A,15/09/2004,6863,225,18,-,,ENG,UK & Ireland,ENG,JAM,"6'2""",6,2,187.96,77,0,0,#N/A
Marvin Kaleta,D (C),Wolves,English Premier Division,ENG,,#N/A,14/09/2004,6864,225,18,Manchester,,ENG,UK & Ireland,ENG,COD,"5'10""",5,10,177.8,72,0,0,#N/A
Tommy Pilling,M (C),Liverpool,English Premier Division,ENG,,#N/A,14/09/2004,6864,225,18,St. Helens,,ENG,UK & Ireland,ENG,,"5'7""",5,7,170.18,62,0,0,#N/A
Jadel Katongo,D (R),Peterborough,English Football League 1,ENG,,#N/A,14/09/2004,6864,225,18,Manchester,,ENG,UK & Ireland,ENG,ZAM,"6'0""",6,0,182.88,79,0,0,#N/A
Michael Allen,GK,Leatherhead,English Isthmian League South Central Division,ENG,,#N/A,14/09/2004,6864,225,18,-,,ENG,UK & Ireland,ENG,,"6'1""",6,1,185.42,73,0,0,#N/A
Louie Evans,ST (C),,-,ENG,,#N/A,13/09/2004,6865,225,18,Stockton-on-Tees,,ENG,UK & Ireland,ENG,,"6'0""",6,0,182.88,82,0,0,#N/A
Kaan Kevser-Junior,AM (C),Bromley,Vanarama National League,ENG,,#N/A,13/09/2004,6865,225,18,-,,ENG,UK & Ireland,ENG,TUR,"5'8""",5,8,172.72,56,0,0,#N/A
James McConnell,"DM, M (C)",Liverpool,English Premier Division,ENG,,#N/A,13/09/2004,6865,225,18,Morpeth,,ENG,UK & Ireland,ENG,,"6'1""",6,1,185.42,76,0,0,#N/A
Billy Osborn,M (C),,-,ENG,,#N/A,13/09/2004,6865,225,18,London,,ENG,UK & Ireland,ENG,IRL,"5'9""",5,9,175.26,67,0,0,#N/A
Sam Crolla,M (C),,-,ENG,,#N/A,13/09/2004,6865,225,18,Warrington,,ENG,UK & Ireland,ENG,,"6'2""",6,2,187.96,70,0,0,#N/A
Shaun Mavididi,"AM (RL), ST (C)",Newcastle,English Premier Division,ENG,,#N/A,12/09/2004,6866,225,18,-,,ENG,UK & Ireland,ENG,COD,"6'4""",6,4,193.04,81,0,0,#N/A
Harley O'Grady-Macken,"DM, M (C)",Blackburn,English Football League Championship,ENG,,#N/A,12/09/2004,6866,225,18,-,,ENG,UK & Ireland,ENG,IRL,"5'9""",5,9,175.26,66,0,0,#N/A
Sean Tarima,D (C),West Ham,English Premier Division,ENG,,#N/A,12/09/2004,6866,225,18,London,,ENG,UK & Ireland,ENG,ZIM,"5'11""",5,11,180.34,73,0,0,#N/A
Terence Miles,D (RC),Liverpool,English Premier Division,ENG,,#N/A,12/09/2004,6866,225,18,Liverpool,,ENG,UK & Ireland,ENG,,"6'2""",6,2,187.96,79,0,0,#N/A
George Franklin,D/M (C),Bracknell,English Southern League Premier South,ENG,,#N/A,09/09/2004,6869,225,18,-,,ENG,UK & Ireland,ENG,,"5'11""",5,11,180.34,69,0,0,#N/A
Stephen Padrao,AM (RL),,-,ENG,,#N/A,09/09/2004,6869,225,18,Rochdale,,ENG,UK & Ireland,ENG,,"5'8""",5,8,172.72,62,0,0,#N/A
Richard Olise,"D (RL), WB (R)",Chelsea,English Premier Division,ENG,,#N/A,09/09/2004,6869,225,18,London,,ENG,UK & Ireland,ENG,NGA,"5'7""",5,7,170.18,60,0,0,#N/A
Joshua Lett,D (L),Southampton,English Football League Championship,ENG,,#N/A,09/09/2004,6869,225,18,-,,ENG,UK & Ireland,ENG,,"5'11""",5,11,180.34,68,0,0,#N/A
Josh Nyame,D (C),Blackpool,English Football League 1,ENG,,#N/A,08/09/2004,6870,225,18,-,,ENG,UK & Ireland,ENG,,"6'3""",6,3,190.5,79,0,0,#N/A
Aaron James,D (C),Wrexham,English Football League 2,ENG,,#N/A,08/09/2004,6870,225,18,-,,ENG,UK & Ireland,ENG,,"5'10""",5,10,177.8,66,0,0,#N/A
Daniel Ogwuru,ST (C),Norwich,English Football League Championship,ENG,,#N/A,08/09/2004,6870,225,18,Manchester,,ENG,UK & Ireland,ENG,NGA,"5'11""",5,11,180.34,75,0,0,#N/A
Daniel Olabiyi,ST (C),,-,ENG,,#N/A,07/09/2004,6871,225,18,-,,ENG,UK & Ireland,ENG,,"5'11""",5,11,180.34,65,0,0,#N/A
David Roberts,D (C),,-,ENG,,#N/A,07/09/2004,6871,225,18,-,,ENG,UK & Ireland,ENG,,"6'0""",6,0,182.88,75,0,0,#N/A
Jean Claude Makiessi,"DM, M (C)",Barnsley,English Football League 1,ENG,,#N/A,07/09/2004,6871,225,18,Wakefield,,ENG,UK & Ireland,ENG,CGO,"5'7""",5,7,170.18,63,0,0,#N/A
Soloman Miles,"AM (C), ST (C)",,-,ENG,,#N/A,07/09/2004,6871,225,18,-,,ENG,UK & Ireland,ENG,,"5'11""",5,11,180.34,68,0,0,#N/A
Charlie Petch,D (C),,-,ENG,,#N/A,07/09/2004,6871,225,18,Leeds,,ENG,UK & Ireland,ENG,,"5'7""",5,7,170.18,69,0,0,#N/A
Jaden Williams,ST (C),Tottenham,English Premier Division,ENG,,#N/A,06/09/2004,6872,225,18,Harrow,,ENG,UK & Ireland,ENG,,"5'9""",5,9,175.26,66,0,0,#N/A
Harvey Rhoades,D (R),Aston Villa,English Premier Division,ENG,,#N/A,06/09/2004,6872,225,18,-,,ENG,UK & Ireland,ENG,,"6'0""",6,0,182.88,74,0,0,#N/A
Max Clayton,GK,,-,ENG,,#N/A,06/09/2004,6872,225,18,-,,ENG,UK & Ireland,ENG,,"5'11""",5,11,180.34,68,0,0,#N/A
Jenson Metcalfe,"DM, M (C)",Everton,English Premier Division,ENG,,#N/A,06/09/2004,6872,225,18,Wigan,,ENG,UK & Ireland,ENG,,"6'0""",6,0,182.88,70,0,0,#N/A
George Earthy,AM (C),West Ham,English Premier Division,ENG,,#N/A,05/09/2004,6873,225,18,-,,ENG,UK & Ireland,ENG,,"6'1""",6,1,185.42,77,0,0,#N/A
Ben Winterburn,"DM, M (C)",Totton,English Southern League Premier South,ENG,,#N/A,04/09/2004,6874,225,18,Fareham,,ENG,UK & Ireland,ENG,,"5'10""",5,10,177.8,69,0,0,#N/A
Logan Stinton,M/AM (R),,-,ENG,,#N/A,04/09/2004,6874,225,18,-,,ENG,UK & Ireland,ENG,,"5'10""",5,10,177.8,70,0,0,#N/A
Marshall Francis,"AM (RL), ST (C)",Sheff Utd,English Premier Division,ENG,,#N/A,04/09/2004,6874,225,18,Reading,,ENG,UK & Ireland,ENG,,"5'6""",5,6,167.64,58,0,0,#N/A
Sam Mather,AM (LC),Rochdale,Vanarama National League,ENG,,#N/A,03/09/2004,6875,225,18,Salford,,ENG,UK & Ireland,ENG,,"5'11""",5,11,180.34,68,0,0,#N/A
Jack Reilly,D (R),Wigan,English Football League 1,ENG,,#N/A,02/09/2004,6876,225,18,Birkenhead,,ENG,UK & Ireland,ENG,,"6'5""",6,5,195.58,79,0,0,#N/A
Justin Hanks,D (C),Nottm Forest,English Premier Division,ENG,,#N/A,01/09/2004,6877,226,18,-,,ENG,UK & Ireland,ENG,WAL,"6'2""",6,2,187.96,77,0,0,#N/A
Jakub Kruszynski,AM (RL),Mansfield,English Football League 2,ENG,,#N/A,01/09/2004,6877,226,18,-,,ENG,UK & Ireland,ENG,,"5'10""",5,10,177.8,64,0,0,#N/A
Matthew Gordon,M (C),,-,ENG,,#N/A,30/08/2004,6879,226,18,-,,ENG,UK & Ireland,ENG,,"5'9""",5,9,175.26,69,0,0,#N/A
Callum Sullivan,D (RL),Rushall,Vanarama National League North,ENG,,#N/A,28/08/2004,6881,226,18,Birmingham,,ENG,UK & Ireland,ENG,,"5'11""",5,11,180.34,76,0,0,#N/A
Freddy Jeffreys,M (C),Elgin City,Scottish League 2,SCO,,#N/A,25/08/2004,6884,226,18,Leeds,,ENG,UK & Ireland,ENG,,"5'6""",5,6,167.64,65,0,0,#N/A
Harrison Wood,AM (LC),Blackburn,English Football League Championship,ENG,,#N/A,24/08/2004,6885,226,18,-,,ENG,UK & Ireland,ENG,,"6'0""",6,0,182.88,61,0,0,#N/A
